Team,Opponent,Year,Date,Seed,W/L,W%,SRS,EXP,PTS,REB,AST,STL,BLK,TOV,TS%,3P%,3PA/FGA
College of Charleston,Auburn,2018,2018-03-16,-9,0,0.007,-14.14,0.35,-7.3,-4.7,-2.7,-2.2,-1.8,-2.1,0.009,0.003,-0.053
Creighton,Kansas State,2018,2018-03-16,1,0,-0.010,3.50,0.43,12.4,5.8,4.0,-2.2,-0.3,-0.2,0.038,0.031,0.083
Davidson,Kentucky,2018,2018-03-15,-7,0,-0.050,-6.22,0.88,-0.5,-6.0,3.5,-0.9,-2.8,-3.5,0.043,0.032,0.225
Duke,Iona,2018,2018-03-15,13,1,0.182,23.68,-1.19,4.9,7.4,1.6,0.7,2.0,0.8,0.018,-0.011,-0.043
Duke,Rhode Island,2018,2018-03-17,5,1,0.007,12.62,-1.21,8.4,6.7,2.2,0.1,1.5,1.8,0.048,0.020,0.044
Duke,Syracuse,2018,2018-03-23,9,1,0.170,11.54,-0.64,17.8,3.9,6.8,0.4,-0.4,0.0,0.068,0.054,0.036
Duke,Kansas,2018,2018-03-25,-1,0,-0.006,3.04,-0.69,3.0,5.5,0.9,0.9,0.9,0.7,-0.007,-0.029,-0.048
Florida,St. Bonaventure,2018,2018-03-15,5,1,-0.163,7.79,-0.31,-1.3,-0.3,-0.8,0.0,1.3,-1.6,-0.022,-0.016,0.067
Florida,Texas Tech,2018,2018-03-17,-3,0,-0.102,-2.72,-0.34,1.2,-0.8,-1.2,-0.1,0.5,-2.4,-0.016,0.011,0.068
Florida State,Missouri,2018,2018-03-16,-1,1,0.020,1.97,-0.48,7.5,0.7,1.5,1.7,1.1,-1.2,-0.012,-0.033,-0.085
Florida State,Xavier,2018,2018-03-18,-8,1,-0.203,-3.28,-0.48,-4.2,-0.5,-1.6,1.0,2.2,0.4,-0.041,-0.022,0.010
Florida State,Gonzaga,2018,2018-03-22,-5,1,-0.237,-2.66,-0.17,-3.3,-2.1,-0.3,0.6,1.7,1.6,-0.031,-0.018,-0.027
Florida State,Michigan,2018,2018-03-24,-6,0,-0.149,-3.25,0.00,6.6,4.5,0.6,0.5,2.2,3.8,-0.001,-0.007,-0.066
Georgia State,Cincinnati,2018,2018-03-16,-13,0,-0.176,-17.03,0.17,0.4,-5.5,-2.8,0.2,-0.8,0.1,0.017,0.032,0.060
Gonzaga,North Carolina Greensboro,2018,2018-03-15,9,1,0.088,13.90,-0.52,10.3,2.6,1.3,-1.3,-0.2,-2.3,0.046,0.015,-0.058
Gonzaga,Ohio State,2018,2018-03-17,1,1,0.132,0.77,-0.23,7.3,3.3,0.5,0.2,-0.3,-0.3,0.023,0.015,0.053
Gonzaga,Florida State,2018,2018-03-22,5,0,0.237,2.66,0.17,3.3,2.1,0.3,-0.6,-1.7,-1.6,0.031,0.018,0.027
Houston,San Diego State,2018,2018-03-15,5,1,0.100,3.76,0.05,-0.4,0.7,-0.4,0.0,-0.2,0.0,0.009,0.050,0.010
Houston,Michigan,2018,2018-03-17,-3,0,-0.006,-3.04,0.66,3.1,5.3,0.1,-0.2,-0.1,2.7,-0.001,0.030,-0.062
Iona,Duke,2018,2018-03-15,-13,0,-0.182,-23.68,1.19,-4.9,-7.4,-1.6,-0.7,-2.0,-0.8,-0.018,0.011,0.043
Kansas,Pennsylvania,2018,2018-03-15,15,1,0.044,19.15,-0.39,5.5,-1.9,1.2,0.6,1.3,-0.1,0.038,0.051,-0.015
Kansas,Seton Hall,2018,2018-03-17,7,1,0.138,5.72,0.00,2.0,-2.7,1.1,0.3,0.7,-1.0,0.035,0.036,0.082
Kansas,Clemson,2018,2018-03-23,4,1,0.075,4.23,-0.17,7.6,-0.3,3.4,0.8,-0.7,-0.1,0.028,0.035,0.012
Kansas,Duke,2018,2018-03-25,1,1,0.006,-3.04,0.69,-3.0,-5.5,-0.9,-0.9,-0.9,-0.7,0.007,0.029,0.048
Kansas,Villanova,2018,2018-03-31,0,0,-0.088,-5.25,-0.17,-5.2,-0.3,0.2,0.0,0.0,1.0,-0.029,0.000,-0.064
Kansas State,Creighton,2018,2018-03-16,-1,1,0.010,-3.50,-0.43,-12.4,-5.8,-4.0,2.2,0.3,0.2,-0.038,-0.031,-0.083
Kansas State,Maryland Baltimore County,2018,2018-03-18,7,1,-0.039,14.87,-0.35,-2.0,-3.9,-1.4,0.4,0.6,-0.8,0.011,-0.046,-0.083
Kansas State,Kentucky,2018,2018-03-22,-4,1,-0.039,-4.39,0.57,-5.7,-8.0,0.6,2.3,-1.8,-1.6,0.003,-0.016,0.109
Kansas State,Loyola (IL),2018,2018-03-24,2,0,-0.182,2.48,-0.41,-0.5,-1.5,-1.8,1.6,0.6,-1.0,-0.041,-0.055,0.012
Kentucky,Davidson,2018,2018-03-15,7,1,0.050,6.22,-0.88,0.5,6.0,-3.5,0.9,2.8,3.5,-0.043,-0.032,-0.225
Kentucky,Buffalo,2018,2018-03-17,8,1,-0.059,9.25,-0.74,-7.8,0.1,-3.4,-0.7,0.7,0.6,-0.014,-0.013,-0.147
Kentucky,Kansas State,2018,2018-03-22,4,0,0.039,4.39,-0.57,5.7,8.0,-0.6,-2.3,1.8,1.6,-0.003,0.016,-0.109
Lipscomb,North Carolina,2018,2018-03-16,-13,0,0.004,-22.17,0.23,0.5,-3.7,-2.5,0.7,-1.0,2.9,0.008,-0.031,0.047
Loyola (IL),Miami (FL),2018,2018-03-15,-5,1,0.139,-2.46,0.27,-2.2,-2.6,2.3,-0.3,-1.7,0.9,0.051,0.032,-0.005
Loyola (IL),Tennessee,2018,2018-03-17,-8,1,0.091,-7.83,0.54,-2.2,-3.9,-0.1,0.0,-2.1,0.3,0.052,0.016,-0.001
Loyola (IL),Nevada,2018,2018-03-22,-4,1,0.054,-4.07,-0.33,-11.0,-3.4,-0.6,0.1,-1.7,2.8,0.018,0.004,-0.047
Loyola (IL),Kansas State,2018,2018-03-24,-2,1,0.182,-2.48,0.41,0.5,1.5,1.8,-1.6,-0.6,1.0,0.041,0.055,-0.012
Loyola (IL),Michigan,2018,2018-03-31,-8,0,0.054,-8.66,0.54,-2.0,-1.1,1.3,-0.1,-0.7,3.2,0.038,0.039,-0.077
Marshall,Wichita State,2018,2018-03-16,-9,1,-0.075,-12.37,-0.35,1.0,-4.7,-1.4,2.3,2.0,1.5,-0.001,-0.023,0.062
Marshall,West Virginia,2018,2018-03-18,-8,0,0.000,-15.68,-0.02,3.7,-2.1,1.9,-1.1,0.6,1.8,0.041,0.005,0.070
Maryland Baltimore County,Virginia,2018,2018-03-16,-15,1,-0.234,-24.22,0.15,6.0,2.3,1.7,0.7,-1.2,3.7,-0.003,0.004,0.099
Maryland Baltimore County,Kansas State,2018,2018-03-18,-7,0,0.039,-14.87,0.35,2.0,3.9,1.4,-0.4,-0.6,0.8,-0.011,0.046,0.083
Miami (FL),Loyola (IL),2018,2018-03-15,5,0,-0.139,2.46,-0.27,2.2,2.6,-2.3,0.3,1.7,-0.9,-0.051,-0.032,0.005
Michigan,Montana,2018,2018-03-15,11,1,0.006,12.74,-0.02,-3.6,-3.7,1.7,-1.4,-0.3,-3.2,0.013,0.018,0.162
Michigan,Houston,2018,2018-03-17,3,1,0.006,3.04,-0.66,-3.1,-5.3,-0.1,0.2,0.1,-2.7,0.001,-0.030,0.062
Michigan,Texas A&M,2018,2018-03-22,4,1,0.169,3.73,-0.14,-2.4,-9.5,2.9,-0.5,0.1,-0.4,0.061,0.064,0.057
Michigan,Florida State,2018,2018-03-24,6,1,0.149,3.25,0.00,-6.6,-4.5,-0.6,-0.5,-2.2,-3.8,0.001,0.007,0.066
Michigan,Loyola (IL),2018,2018-03-31,8,1,-0.054,8.66,-0.54,2.0,1.1,-1.3,0.1,0.7,-3.2,-0.038,-0.039,0.077
Michigan,Villanova,2018,2018-04-02,-2,0,-0.088,-7.61,-0.44,-13.0,-2.6,-2.1,-0.1,-1.0,-1.5,-0.059,-0.044,-0.042
Michigan State,Bucknell,2018,2018-03-16,11,1,0.143,17.92,0.14,-0.9,4.5,4.7,-1.4,2.9,0.6,0.024,0.052,-0.029
Michigan State,Syracuse,2018,2018-03-18,8,0,0.261,9.52,0.21,13.6,3.9,8.4,-2.9,1.8,0.7,0.083,0.082,0.035
Missouri,Florida State,2018,2018-03-16,1,0,-0.020,-1.97,0.48,-7.5,-0.7,-1.5,-1.7,-1.1,1.2,0.012,0.033,0.085
Montana,Michigan,2018,2018-03-15,-11,0,-0.006,-12.74,0.02,3.6,3.7,-1.7,1.4,0.3,3.2,-0.013,-0.018,-0.162
Murray State,West Virginia,2018,2018-03-16,-7,0,0.133,-13.02,-0.08,-1.5,-0.8,-0.5,-1.3,-1.9,0.6,0.049,0.024,0.016
Nevada,Texas,2018,2018-03-16,3,1,0.218,0.48,0.77,10.5,-0.2,4.6,0.1,-0.8,-2.1,0.056,0.072,0.023
Nevada,Cincinnati,2018,2018-03-18,-5,1,-0.088,-5.81,0.80,8.3,-3.7,0.4,-0.9,-1.3,-1.6,0.039,0.039,0.050
Nevada,Loyola (IL),2018,2018-03-22,4,0,-0.054,4.07,0.33,11.0,3.4,0.6,-0.1,1.7,-2.8,-0.018,-0.004,0.047
New Mexico State,Clemson,2018,2018-03-16,-7,0,0.130,-8.10,0.19,1.8,5.3,0.9,-0.1,-1.8,0.8,-0.029,-0.032,-0.033
North Carolina,Lipscomb,2018,2018-03-16,13,1,-0.004,22.17,-0.23,-0.5,3.7,2.5,-0.7,1.0,-2.9,-0.008,0.031,-0.047
North Carolina,Texas A&M,2018,2018-03-18,5,0,0.089,4.77,0.11,5.6,-0.4,6.8,-1.1,1.1,2.4,0.049,0.066,-0.026
North Carolina Greensboro,Gonzaga,2018,2018-03-15,-9,0,-0.088,-13.90,0.52,-10.3,-2.6,-1.3,1.3,0.2,2.3,-0.046,-0.015,0.058
North Carolina State,Seton Hall,2018,2018-03-15,-1,0,0.000,-2.76,0.25,1.9,-2.7,0.6,1.2,0.3,-0.6,0.004,0.007,0.015
Ohio State,South Dakota State,2018,2018-03-15,7,1,-0.074,10.83,-0.45,-8.3,-2.3,1.4,1.2,1.6,1.6,-0.021,-0.050,-0.090
Ohio State,Gonzaga,2018,2018-03-17,-1,0,-0.132,-0.77,0.23,-7.3,-3.3,-0.5,-0.2,0.3,0.3,-0.023,-0.015,-0.053
Oklahoma,Rhode Island,2018,2018-03-15,-3,0,-0.201,2.00,-0.66,8.9,4.0,-0.3,-0.8,1.2,2.8,0.029,0.007,0.085
Pennsylvania,Kansas,2018,2018-03-15,-15,0,-0.044,-19.15,0.39,-5.5,1.9,-1.2,-0.6,-1.3,0.1,-0.038,-0.051,0.015
Providence,Texas A&M,2018,2018-03-16,-3,0,-0.007,-4.18,0.18,-2.4,-7.2,2.5,-0.1,0.7,2.7,0.033,0.039,-0.047
Purdue,Cal State Fullerton,2018,2018-03-16,13,1,0.178,24.34,0.77,8.0,-0.1,3.6,-0.6,1.6,-3.4,0.048,0.086,0.110
Purdue,Butler,2018,2018-03-18,8,1,0.217,6.49,0.75,1.5,0.8,2.2,-0.9,2.0,-0.4,0.039,0.063,0.027
Purdue,Texas Tech,2018,2018-03-23,1,0,0.096,4.03,0.26,5.8,-1.0,1.9,-1.4,0.6,-1.5,0.051,0.061,0.065
Radford,Villanova,2018,2018-03-15,-15,0,-0.225,-29.26,0.00,-19.3,-1.3,-4.1,-0.2,-1.2,1.6,-0.095,-0.052,-0.080
Rhode Island,Oklahoma,2018,2018-03-15,3,1,0.201,-2.00,0.66,-8.9,-4.0,0.3,0.8,-1.2,-2.8,-0.029,-0.007,-0.085
Rhode Island,Duke,2018,2018-03-17,-5,0,-0.007,-12.62,1.21,-8.4,-6.7,-2.2,-0.1,-1.5,-1.8,-0.048,-0.020,-0.044
San Diego State,Houston,2018,2018-03-15,-5,0,-0.100,-3.76,-0.05,0.4,-0.7,0.4,0.0,0.2,0.0,-0.009,-0.050,-0.010
Seton Hall,North Carolina State,2018,2018-03-15,1,1,0.000,2.76,-0.25,-1.9,2.7,-0.6,-1.2,-0.3,0.6,-0.004,-0.007,-0.015
Seton Hall,Kansas,2018,2018-03-17,-7,0,-0.138,-5.72,0.00,-2.0,2.7,-1.1,-0.3,-0.7,1.0,-0.035,-0.036,-0.082
South Dakota State,Ohio State,2018,2018-03-15,-7,0,0.074,-10.83,0.45,8.3,2.3,-1.4,-1.2,-1.6,-1.6,0.021,0.050,0.090
St. Bonaventure,Florida,2018,2018-03-15,-5,0,0.163,-7.79,0.31,1.3,0.3,0.8,0.0,-1.3,1.6,0.022,0.016,-0.067
Stephen F. Austin,Texas Tech,2018,2018-03-15,-11,0,0.096,-16.72,0.10,5.9,-0.3,-0.1,3.2,-1.2,3.1,0.021,0.013,-0.019
Syracuse,Texas Christian,2018,2018-03-16,-5,1,-0.039,-3.49,-0.71,-15.5,0.8,-7.9,0.5,1.8,-0.3,-0.072,-0.077,-0.023
Syracuse,Michigan State,2018,2018-03-18,-8,1,-0.261,-9.52,-0.21,-13.6,-3.9,-8.4,2.9,-1.8,-0.7,-0.083,-0.082,-0.035
Syracuse,Duke,2018,2018-03-23,-9,0,-0.170,-11.54,0.64,-17.8,-3.9,-6.8,-0.4,0.4,0.0,-0.068,-0.054,-0.036
Tennessee,Wright State,2018,2018-03-15,11,1,0.022,17.62,-0.69,2.4,-0.1,2.6,-0.3,2.3,-1.0,0.021,0.043,0.008
Tennessee,Loyola (IL),2018,2018-03-17,8,0,-0.091,7.83,-0.54,2.2,3.9,0.1,0.0,2.1,-0.3,-0.052,-0.016,0.001
Texas,Nevada,2018,2018-03-16,-3,0,-0.218,-0.48,-0.77,-10.5,0.2,-4.6,-0.1,0.8,2.1,-0.056,-0.072,-0.023
Texas A&M,Providence,2018,2018-03-16,3,1,0.007,4.18,-0.18,2.4,7.2,-2.5,0.1,-0.7,-2.7,-0.033,-0.039,0.047
Texas A&M,North Carolina,2018,2018-03-18,-5,1,-0.089,-4.77,-0.11,-5.6,0.4,-6.8,1.1,-1.1,-2.4,-0.049,-0.066,0.026
Texas A&M,Michigan,2018,2018-03-22,-4,0,-0.169,-3.73,0.14,2.4,9.5,-2.9,0.5,-0.1,0.4,-0.061,-0.064,-0.057
Texas Christian,Syracuse,2018,2018-03-16,5,0,0.039,3.49,0.71,15.5,-0.8,7.9,-0.5,-1.8,0.3,0.072,0.077,0.023
Texas Southern,Xavier,2018,2018-03-16,-15,0,-0.391,-26.59,0.26,-7.0,-2.2,-4.3,-0.1,0.9,0.0,-0.054,-0.013,0.013
Texas Tech,Stephen F. Austin,2018,2018-03-15,11,1,-0.096,16.72,-0.10,-5.9,0.3,0.1,-3.2,1.2,-3.1,-0.021,-0.013,0.019
Texas Tech,Florida,2018,2018-03-17,3,1,0.102,2.72,0.34,-1.2,0.8,1.2,0.1,-0.5,2.4,0.016,-0.011,-0.068
Texas Tech,Purdue,2018,2018-03-23,-1,1,-0.096,-4.03,-0.26,-5.8,1.0,-1.9,1.4,-0.6,1.5,-0.051,-0.061,-0.065
Texas Tech,Villanova,2018,2018-03-25,-2,0,-0.155,-7.26,0.07,-12.0,0.1,-2.1,0.6,0.2,1.6,-0.066,-0.042,-0.140
Villanova,Radford,2018,2018-03-15,15,1,0.225,29.26,0.00,19.3,1.3,4.1,0.2,1.2,-1.6,0.095,0.052,0.080
Villanova,Alabama,2018,2018-03-17,8,1,0.324,14.30,0.57,14.3,0.1,3.7,0.2,-1.2,-3.6,0.072,0.075,0.120
Villanova,West Virginia,2018,2018-03-23,4,1,0.176,6.75,0.08,6.5,-2.0,1.2,-1.6,-1.1,-0.7,0.080,0.048,0.092
Villanova,Texas Tech,2018,2018-03-25,2,1,0.155,7.26,-0.07,12.0,-0.1,2.1,-0.6,-0.2,-1.6,0.066,0.042,0.140
Villanova,Kansas,2018,2018-03-31,0,1,0.088,5.25,0.17,5.2,0.3,-0.2,0.0,0.0,-1.0,0.029,0.000,0.064
Villanova,Michigan,2018,2018-04-02,2,1,0.088,7.61,0.44,13.0,2.6,2.1,0.1,1.0,1.5,0.059,0.044,0.042
Virginia,Maryland Baltimore County,2018,2018-03-16,15,0,0.234,24.22,-0.15,-6.0,-2.3,-1.7,-0.7,1.2,-3.7,0.003,-0.004,-0.099
Virginia Tech,Alabama,2018,2018-03-15,1,0,0.097,2.01,0.65,7.5,-3.1,3.7,-0.5,-3.1,-2.3,0.053,0.062,0.045
West Virginia,Murray State,2018,2018-03-16,7,1,-0.133,13.02,0.08,1.5,0.8,0.5,1.3,1.9,-0.6,-0.049,-0.024,-0.016
West Virginia,Marshall,2018,2018-03-18,8,1,0.000,15.68,0.02,-3.7,2.1,-1.9,1.1,-0.6,-1.8,-0.041,-0.005,-0.070
West Virginia,Villanova,2018,2018-03-23,-4,0,-0.176,-6.75,-0.08,-6.5,2.0,-1.2,1.6,1.1,0.7,-0.080,-0.048,-0.092
Wichita State,Marshall,2018,2018-03-16,9,0,0.075,12.37,0.35,-1.0,4.7,1.4,-2.3,-2.0,-1.5,0.001,0.023,-0.062
Wright State,Tennessee,2018,2018-03-15,-11,0,-0.022,-17.62,0.69,-2.4,0.1,-2.6,0.3,-2.3,1.0,-0.021,-0.043,-0.008
Xavier,Texas Southern,2018,2018-03-16,15,1,0.391,26.59,-0.26,7.0,2.2,4.3,0.1,-0.9,0.0,0.054,0.013,-0.013
Xavier,Florida State,2018,2018-03-18,8,0,0.203,3.28,0.48,4.2,0.5,1.6,-1.0,-2.2,-0.4,0.041,0.022,-0.010
